Price,Close,High,Low,Open,Volume
Ticker,ITUB4.SA,ITUB4.SA,ITUB4.SA,ITUB4.SA,ITUB4.SA
Date,,,,,
2000-12-21,1.2580338716506958,1.2699247176045467,1.1962579519522332,1.1963987043345397,81646
2000-12-22,1.2035036087036133,1.2453675323112283,1.196115955810599,1.2453675323112283,25643
2000-12-25,1.2035036087036133,1.2035036087036133,1.2035036087036133,1.2035036087036133,0
2000-12-26,1.2031521797180176,1.2045591448044324,1.1855620514614087,1.196890098516376,8636
2000-12-27,1.2439614534378052,1.2439614534378052,1.2031529752671966,1.224260920246571,29695
2000-12-28,1.3016562461853027,1.3297999017757547,1.217153733130446,1.236924913351947,85167
2000-12-29,1.3016562461853027,1.3016562461853027,1.3016562461853027,1.3016562461853027,0
2001-01-01,1.3016562461853027,1.3016562461853027,1.3016562461853027,1.3016562461853027,0
2001-01-02,1.2594400644302368,1.2664055732442885,1.2348137706330953,1.234884313920286,51711865
2001-01-03,1.308762788772583,1.3368363528511134,1.2524043650040226,1.2594405311555297,73767800
2001-01-04,1.3298004865646362,1.3368366543027728,1.3156580535305555,1.3156580535305555,91067093
2001-01-05,1.3367652893066406,1.3720157610551063,1.2946199630274748,1.2946199630274748,89725135
2001-01-08,1.3086934089660645,1.336837655219327,1.3086934089660645,1.3227653092068123,35276208
2001-01-09,1.3143209218978882,1.3509081621348766,1.3086921671427372,1.3227640540306145,133172669
2001-01-10,1.3262821435928345,1.3298000591669576,1.308621910972829,1.3150247468899472,121227919
2001-01-11,1.3298004865646362,1.3368366543027728,1.3016568185978135,1.3360625722097197,67748921
2001-01-12,1.3088321685791016,1.3297994574661127,1.2946196489859265,1.3297994574661127,54767808
2001-01-15,1.322763442993164,1.322763442993164,1.294619793660925,1.294619793660925,8755940
2001-01-16,1.3298004865646362,1.3368366543027728,1.3157285968597956,1.3227643188264995,28752435
2001-01-17,1.3403533697128296,1.3509073341313778,1.3192454408757337,1.3297994052942816,58275499
2001-01-18,1.3860878944396973,1.3860878944396973,1.3403540980691528,1.3403540980691528,155826505
2001-01-19,1.4142316579818726,1.435339704618433,1.3790518402874745,1.3860174611302711,123778967
2001-01-22,1.3649793863296509,1.4142314122968647,1.3558328314574075,1.4142314122968647,43633547
2001-01-23,1.3523857593536377,1.3790523600768483,1.3523857593536377,1.3649801379437352,104699255
2001-01-24,1.3149547576904297,1.3720167434730048,1.3149547576904297,1.3720167434730048,79401364
2001-01-25,1.3149547576904297,1.3149547576904297,1.3149547576904297,1.3149547576904297,0
2001-01-26,1.3509081602096558,1.3649800470774787,1.3156577882822444,1.3157283315972625,115527921
2001-01-29,1.3298004865646362,1.3579446003028919,1.326282569859855,1.3579446003028919,85858703
2001-01-30,1.3086934089660645,1.343873271010876,1.3086934089660645,1.343873271010876,165047480
2001-01-31,1.3122105598449707,1.3192462805690777,1.2946204222134143,1.315728364485605,117494354
2001-02-01,1.2875839471817017,1.327688983311592,1.2806183256721533,1.327688983311592,64639831
2001-02-02,1.2946206331253052,1.2946206331253052,1.2699947707577428,1.2875844654835535,37216067
2001-02-05,1.2629585266113281,1.2875843874871604,1.2594407216106878,1.2875843874871604,13153840
2001-02-06,1.2770298719406128,1.2770298719406128,1.2664759042147762,1.2735119569938689,39647535
2001-02-07,1.2524033784866333,1.273440759842524,1.2453672178775057,1.273440759842524,67589481
2001-02-08,1.2874430418014526,1.3051738124030674,1.2657722113978236,1.2657722113978236,59551023
2001-02-09,1.2664763927459717,1.2946205032758622,1.2664763927459717,1.2946205032758622,40285297
2001-02-12,1.2699946165084839,1.2738644692364283,1.266476365950638,1.2666170068186773,41348233
2001-02-13,1.2875839471817017,1.2875839471817017,1.280548228143523,1.280548228143523,139935603
2001-02-14,1.305174469947815,1.3227641628403242,1.2664763877729481,1.2805486101469048,101311144
2001-02-15,1.305174469947815,1.3157284417033035,1.305174469947815,1.3086922747949026,37920263
2001-02-16,1.238683819770813,1.3086918584343856,1.2235564613526226,1.3086918584343856,66579691
2001-02-19,1.231296420097351,1.2664762477646376,1.231296420097351,1.2664762477646376,50263614
2001-02-20,1.2101887464523315,1.2488869479104707,1.1750089077683414,1.234885154577765,74352415
2001-02-21,1.1962566375732422,1.2524037376029928,1.1890097366547898,1.2312958069368125,117746801
2001-02-22,1.2277783155441284,1.2277783155441284,1.2031525736922537,1.2031525736922537,150843990
2001-02-23,1.252474069595337,1.3016556534225006,1.2242598835551646,1.2312255017287972,144081056
2001-02-26,1.252474069595337,1.252474069595337,1.252474069595337,1.252474069595337,0
2001-02-27,1.252474069595337,1.252474069595337,1.252474069595337,1.252474069595337,0
2001-02-28,1.1996335983276367,1.2488857254703507,1.196819222903127,1.2488857254703507,85141221
2001-03-01,1.2348843812942505,1.2524039692160163,1.206670185276711,1.2101879886336764,119806241
2001-03-02,1.273442268371582,1.2735128117129144,1.224261189303621,1.2524048620946255,154431401
2001-03-05,1.2594400644302368,1.287583715621249,1.2453677373421677,1.2664757822031043,93737721
