Price,Close,High,Low,Open,Volume
Ticker,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA
Date,,,,,
2000-01-03,1.156394362449646,1.156394362449646,1.156394362449646,1.156394362449646,35389440000
2000-01-04,1.092423439025879,1.092423439025879,1.092423439025879,1.092423439025879,28861440000
2000-01-05,1.081400752067566,1.081400752067566,1.081400752067566,1.081400752067566,43033600000
2000-01-06,1.0776609182357788,1.0776609182357788,1.0776609182357788,1.0776609182357788,34055680000
2000-01-07,1.0825821161270142,1.0825821161270142,1.0825821161270142,1.0825821161270142,20912640000
2000-01-10,1.1048239469528198,1.1048239469528198,1.1048239469528198,1.1048239469528198,19563520000
2000-01-11,1.0776609182357788,1.0776609182357788,1.0776609182357788,1.0776609182357788,23987200000
2000-01-12,1.079235553741455,1.079235553741455,1.079235553741455,1.079235553741455,23301120000
2000-01-13,1.0481358766555786,1.0481358766555786,1.0481358766555786,1.0481358766555786,26383360000
2000-01-14,1.0628981590270996,1.0628981590270996,1.0628981590270996,1.0628981590270996,16657920000
2000-01-17,1.0506947040557861,1.0506947040557861,1.0506947040557861,1.0506947040557861,16573440000
2000-01-18,1.0556155443191528,1.0556155443191528,1.0556155443191528,1.0556155443191528,17925120000
2000-01-19,1.0481358766555786,1.0481358766555786,1.0481358766555786,1.0481358766555786,38883840000
2000-01-20,1.0457737445831299,1.0457737445831299,1.0457737445831299,1.0457737445831299,26268160000
2000-01-21,1.0235316753387451,1.0235316753387451,1.0235316753387451,1.0235316753387451,17512960000
2000-01-24,1.0162489414215088,1.0162489414215088,1.0162489414215088,1.0162489414215088,18385920000
2000-01-25,1.0162489414215088,1.0162489414215088,1.0162489414215088,1.0162489414215088,0
2000-01-26,1.0284528732299805,1.0284528732299805,1.0284528732299805,1.0284528732299805,25917440000
2000-01-27,1.021169900894165,1.021169900894165,1.021169900894165,1.021169900894165,38379520000
2000-01-28,1.021169900894165,1.021169900894165,1.021169900894165,1.021169900894165,17894400000
2000-01-31,1.0040454864501953,1.0040454864501953,1.0040454864501953,1.0040454864501953,32266240000
2000-02-01,1.0235316753387451,1.0235316753387451,1.0235316753387451,1.0235316753387451,23672320000
2000-02-02,1.043215274810791,1.043215274810791,1.043215274810791,1.043215274810791,14272000000
2000-02-03,1.0727404356002808,1.0727404356002808,1.0727404356002808,1.0727404356002808,25950720000
2000-02-04,1.0999029874801636,1.0999029874801636,1.0999029874801636,1.0999029874801636,21199360000
2000-02-07,1.1071858406066895,1.1071858406066895,1.1071858406066895,1.1071858406066895,20613120000
2000-02-08,1.1317895650863647,1.1317895650863647,1.1317895650863647,1.1317895650863647,31498240000
2000-02-09,1.1071858406066895,1.1071858406066895,1.1071858406066895,1.1071858406066895,15600640000
2000-02-10,1.07529878616333,1.07529878616333,1.07529878616333,1.07529878616333,18600960000
2000-02-11,1.0408530235290527,1.0408530235290527,1.0408530235290527,1.0408530235290527,25297920000
2000-02-14,1.0260906219482422,1.0260906219482422,1.0260906219482422,1.0260906219482422,10119680000
2000-02-15,1.0457737445831299,1.0457737445831299,1.0457737445831299,1.0457737445831299,33546240000
2000-02-16,1.1294280290603638,1.1294280290603638,1.1294280290603638,1.1294280290603638,73564160000
2000-02-17,1.1195862293243408,1.1195862293243408,1.1195862293243408,1.1195862293243408,21411840000
2000-02-18,1.0949821472167969,1.0949821472167969,1.0949821472167969,1.0949821472167969,22484480000
2000-02-21,1.092423439025879,1.092423439025879,1.092423439025879,1.092423439025879,18700800000
2000-02-22,1.0875027179718018,1.0875027179718018,1.0875027179718018,1.0875027179718018,22474240000
2000-02-23,1.0949821472167969,1.0949821472167969,1.0949821472167969,1.0949821472167969,20334080000
2000-02-24,1.1245075464248657,1.1245075464248657,1.1245075464248657,1.1245075464248657,32931840000
2000-02-25,1.1540318727493286,1.1540318727493286,1.1540318727493286,1.1540318727493286,36958720000
2000-02-28,1.1317895650863647,1.1317895650863647,1.1317895650863647,1.1317895650863647,11596800000
2000-02-29,1.1367112398147583,1.1367112398147583,1.1367112398147583,1.1367112398147583,24322560000
2000-03-01,1.156394362449646,1.156394362449646,1.156394362449646,1.156394362449646,23828480000
2000-03-02,1.149111270904541,1.149111270904541,1.149111270904541,1.149111270904541,24053760000
2000-03-03,1.1884779930114746,1.1884779930114746,1.1884779930114746,1.1884779930114746,13217280000
2000-03-06,1.1884779930114746,1.1884779930114746,1.1884779930114746,1.1884779930114746,0
2000-03-07,1.1884779930114746,1.1884779930114746,1.1884779930114746,1.1884779930114746,0
2000-03-08,1.2166253328323364,1.2166253328323364,1.2166253328323364,1.2166253328323364,8337920000
2000-03-09,1.2595343589782715,1.2595343589782715,1.2595343589782715,1.2595343589782715,21578240000
2000-03-10,1.222923755645752,1.222923755645752,1.222923755645752,1.222923755645752,14763520000
2000-03-13,1.222923755645752,1.222923755645752,1.222923755645752,1.222923755645752,0
2000-03-14,1.144190788269043,1.144190788269043,1.144190788269043,1.144190788269043,28421120000
2000-03-15,1.1589529514312744,1.1589529514312744,1.1589529514312744,1.1589529514312744,25216000000
2000-03-16,1.166236162185669,1.166236162185669,1.166236162185669,1.166236162185669,23298560000
2000-03-17,1.1540318727493286,1.1540318727493286,1.1540318727493286,1.1540318727493286,18447360000
2000-03-20,1.1195862293243408,1.1195862293243408,1.1195862293243408,1.1195862293243408,16012800000
2000-03-21,1.141631841659546,1.141631841659546,1.141631841659546,1.141631841659546,25492480000
2000-03-22,1.1443872451782227,1.1443872451782227,1.1443872451782227,1.1443872451782227,25113600000
2000-03-23,1.144190788269043,1.144190788269043,1.144190788269043,1.144190788269043,26447360000
2000-03-24,1.144190788269043,1.144190788269043,1.144190788269043,1.144190788269043,15249920000
2000-03-27,1.2302064895629883,1.2302064895629883,1.2302064895629883,1.2302064895629883,22727680000
2000-03-28,1.1786366701126099,1.1786366701126099,1.1786366701126099,1.1786366701126099,16906240000
2000-03-29,1.173715591430664,1.173715591430664,1.173715591430664,1.173715591430664,21788160000
2000-03-30,1.1465526819229126,1.1465526819229126,1.1465526819229126,1.1465526819229126,16432640000
2000-03-31,1.1613147258758545,1.1613147258758545,1.1613147258758545,1.1613147258758545,20659200000
2000-04-03,1.1514731645584106,1.1514731645584106,1.1514731645584106,1.1514731645584106,18083840000
2000-04-04,1.145371437072754,1.145371437072754,1.145371437072754,1.145371437072754,33208320000
