Price,Close,High,Low,Open,Volume
Ticker,VALE3.SA,VALE3.SA,VALE3.SA,VALE3.SA,VALE3.SA
Date,,,,,
2000-02-08,1.672621488571167,1.6726214885711668,1.5806836831509055,1.5806836831509055,1036800
2000-02-09,1.6452014446258545,1.6903635172732667,1.6452014446258545,1.6484272805882938,6081600
2000-02-10,1.5484248399734497,1.6452013924717903,1.5484248399734497,1.6452013924717903,3969600
2000-02-11,1.4674547910690308,1.5484246259065935,1.4674547910690308,1.5484246259065935,43200
2000-02-14,1.4484224319458008,1.4677777274239192,1.4484224319458008,1.4677777274239192,278400
2000-02-15,1.483906865119934,1.483906865119934,1.3871303224126945,1.4484220281948692,158400
2000-02-16,1.483906865119934,1.483906865119934,1.483906865119934,1.483906865119934,470400
2000-02-17,1.4516481161117554,1.4516481161117554,1.4516481161117554,1.4516481161117554,9600
2000-02-18,1.4516481161117554,1.4516481161117554,1.4516481161117554,1.4516481161117554,28800
2000-02-21,1.4516481161117554,1.4516481161117554,1.451325274142573,1.4516481161117554,52800
2000-02-22,1.4193891286849976,1.4193891286849976,1.4193891286849976,1.4193891286849976,422400
2000-02-23,1.4516481161117554,1.4839068400787254,1.4193890229715787,1.4839068400787254,792000
2000-02-24,1.4355190992355347,1.4516486517572853,1.4355190992355347,1.4516486517572853,340800
2000-02-25,1.4193891286849976,1.4193891286849976,1.4193891286849976,1.4193891286849976,38400
2000-02-28,1.3871307373046875,1.4032602889713277,1.3871307373046875,1.4032602889713277,81600
2000-02-29,1.3161613941192627,1.3839049749283432,1.3161613941192627,1.3839049749283432,465600
2000-03-01,1.3226125240325928,1.3226125240325928,1.3061605041424085,1.316161037454915,244800
2000-03-02,1.2897087335586548,1.290354048469113,1.2897087335586548,1.290354048469113,624000
2000-03-03,1.2739020586013794,1.2903540821006148,1.2739020586013794,1.2903540821006148,571200
2000-03-06,1.2739020586013794,1.2739020586013794,1.2739020586013794,1.2739020586013794,0
2000-03-07,1.2739020586013794,1.2739020586013794,1.2739020586013794,1.2739020586013794,0
2000-03-08,1.280998945236206,1.2832573630426178,1.2739021418522158,1.2832573630426178,158400
2000-03-09,1.2548692226409912,1.274224517040391,1.2548692226409912,1.2580953357742006,336000
2000-03-10,1.225835919380188,1.2580950119560668,1.225835919380188,1.2580950119560668,211200
2000-03-13,1.225835919380188,1.225835919380188,1.225835919380188,1.225835919380188,0
2000-03-14,1.1613187789916992,1.2129328054304551,1.1613187789916992,1.2129328054304551,475200
2000-03-15,1.1613187789916992,1.1613187789916992,1.1613187789916992,1.1613187789916992,216000
2000-03-16,1.1806740760803223,1.1806740760803223,1.1613187815137578,1.1613187815137578,13742400
2000-03-17,1.1706733703613281,1.1935772458287062,1.1706733703613281,1.1935772458287062,6254400
2000-03-20,1.0968010425567627,1.1709965754999148,1.064542307802347,1.1709965754999148,1041600
2000-03-21,1.1309953927993774,1.1309953927993774,1.1129307244240925,1.1129307244240925,81600
2000-03-22,1.1516410112380981,1.1806739972973188,1.1422858836018395,1.1422858836018395,2020800
2000-03-23,1.177448034286499,1.1838998918264039,1.1387373505137213,1.1403504533386928,681600
2000-03-24,1.241965889930725,1.241965889930725,1.183899909548995,1.1935776037103938,1377600
2000-03-27,1.2742246389389038,1.2742246389389038,1.2419659041472006,1.2580954561297175,1262400
2000-03-28,1.2355138063430786,1.2900315636950066,1.2097070246422283,1.2580953056279174,1233600
2000-03-29,1.2587401866912842,1.2613209847100986,1.2097069624934633,1.2580952409932018,772800
2000-03-30,1.2574503421783447,1.2742248426509932,1.2574503421783447,1.2613214020474208,28800
2000-03-31,1.2903543710708618,1.2903543710708618,1.2355141266365925,1.2419660775410373,1003200
2000-04-03,1.3226125240325928,1.3226125240325928,1.2742242519540048,1.2839018509937397,585600
2000-04-04,1.2580952644348145,1.3064835438361535,1.2258361653850722,1.2903539943112823,1036800
2000-04-05,1.3064838647842407,1.3193873045286688,1.287128566727587,1.287128566727587,566400
2000-04-06,1.3226125240325928,1.32583863649465,1.2903537990379401,1.3226125240325928,3528000
2000-04-07,1.3064838647842407,1.3226130490980992,1.3064838647842407,1.3226130490980992,115200
2000-04-10,1.2893863916397095,1.3003542543116868,1.2893863916397095,1.2968060371703574,1420800
2000-04-11,1.289063811302185,1.2903540719733144,1.2580953401553028,1.2580953401553028,1800000
2000-04-12,1.289063811302185,1.289063811302185,1.289063811302185,1.289063811302185,0
2000-04-13,1.2580952644348145,1.2580952644348145,1.2580952644348145,1.2580952644348145,96000
2000-04-14,1.193577527999878,1.2258362603761008,1.1903517839729116,1.2258362603761008,1497600
2000-04-17,1.1613187789916992,1.193577510905925,1.1451892284479375,1.193577510905925,1396800
2000-04-18,1.1613187789916992,1.1771254874867432,1.1293825199528933,1.1293825199528933,638400
2000-04-19,1.132285714149475,1.1709963928624962,1.132285714149475,1.1645444438725763,936000
2000-04-20,1.1887388229370117,1.19357767028762,1.1806742311748926,1.19357767028762,777600
2000-04-21,1.1887388229370117,1.1887388229370117,1.1887388229370117,1.1887388229370117,0
2000-04-24,1.177448034286499,1.1806741476431117,1.1290597487905245,1.1806741476431117,6235200
2000-04-25,1.2255136966705322,1.2255136966705322,1.2255136966705322,1.2255136966705322,91200
2000-04-26,1.2871285676956177,1.2871285676956177,1.2258364674434226,1.2258364674434226,2188800
2000-04-27,1.2516433000564575,1.2742243351931852,1.2513208272291432,1.2709985916936235,1521600
2000-04-28,1.2903543710708618,1.306483925305264,1.2742248168364596,1.2742248168364596,9720000
2000-05-01,1.2903543710708618,1.2903543710708618,1.2903543710708618,1.2903543710708618,0
2000-05-02,1.2939029932022095,1.2939029932022095,1.2742248515896593,1.2742248515896593,81600
2000-05-03,1.2839019298553467,1.3064834263705147,1.2806761863683718,1.290353878295848,2064000
2000-05-04,1.2742246389389038,1.2839022409177483,1.2742246389389038,1.2839022409177483,1828800
2000-05-05,1.2903543710708618,1.2903543710708618,1.2742248168364596,1.2742248168364596,1752000
2000-05-08,1.2742246389389038,1.2903541909214207,1.2742246389389038,1.2903541909214207,787200
2000-05-09,1.2580952644348145,1.2580952644348145,1.2580952644348145,1.2580952644348145,120000
2000-05-10,1.2903543710708618,1.2903543710708618,1.2577727896528517,1.2903543710708618,8472000
2000-05-11,1.2516433000564575,1.2580951562288236,1.2516433000564575,1.2580951562288236,758400
2000-05-12,1.2355138063430786,1.2548691925720117,1.2355138063430786,1.2419657555749257,1238400
2000-05-15,1.2548692226409912,1.2548692226409912,1.2355138359482674,1.241965785334715,2126400
2000-05-16,1.2871285676956177,1.2871285676956177,1.2709990141962635,1.27422475876812,369600
2000-05-17,1.3122899532318115,1.3122899532318115,1.2580950489746208,1.2580950489746208,1334400
2000-05-18,1.3387424945831299,1.3387424945831299,1.312290394479721,1.312290394479721,96000
2000-05-19,1.3710010051727295,1.3710010051727295,1.2903539958017674,1.3064835453452697,432000
2000-05-22,1.3387424945831299,1.3387424945831299,1.2906766801067713,1.3387424945831299,566400
2000-05-23,1.2742246389389038,1.3226129257131238,1.2742246389389038,1.3226129257131238,278400
2000-05-24,1.2580952644348145,1.264546751988816,1.2258361653850722,1.2580952644348145,2385600
2000-05-25,1.2580952644348145,1.290676467166332,1.2580952644348145,1.2903539943112823,2332800
2000-05-26,1.2806766033172607,1.2806766033172607,1.2580955609169515,1.2580955609169515,8054400
2000-05-29,1.2742246389389038,1.2909995059031203,1.2742246389389038,1.2903541909214207,187200
2000-05-30,1.3387424945831299,1.3387424945831299,1.3226129423971478,1.3226129423971478,460800
2000-05-31,1.3490653038024902,1.3490653038024902,1.3226128366408882,1.3226128366408882,1560000
2000-06-01,1.3580979108810425,1.371001350722753,1.3226130590696354,1.3226130590696354,177600
2000-06-02,1.3548719882965088,1.35809773246649,1.3545491462288544,1.35809773246649,600000
2000-06-05,1.3871307373046875,1.3871307373046875,1.33874245147809,1.3548720031447303,3244800
2000-06-06,1.3871307373046875,1.3871307373046875,1.3871307373046875,1.3871307373046875,0
2000-06-07,1.3742269277572632,1.3742269277572632,1.322612542496088,1.3545487951303175,3278400
2000-06-08,1.3871307373046875,1.387453210202557,1.3710011856380473,1.3871307373046875,787200
2000-06-09,1.4193891286849976,1.4193891286849976,1.3710008545440717,1.3713236965372988,57600
2000-06-12,1.3258390426635742,1.3742273295658456,1.3226129292132016,1.3742273295658456,6124800
2000-06-13,1.2903543710708618,1.3226131103662842,1.2903543710708618,1.3226131103662842,518400
2000-06-14,1.3226125240325928,1.3226125240325928,1.3226125240325928,1.3226125240325928,288000
2000-06-15,1.3064838647842407,1.3129353539231017,1.3064838647842407,1.3097096093536713,4084800
2000-06-16,1.3451939821243286,1.3548716738549014,1.306483399788655,1.306483399788655,4128000
2000-06-19,1.4032601118087769,1.4032601118087769,1.354871832091233,1.354871832091233,1435200
2000-06-20,1.4193891286849976,1.435518676456384,1.3871304023154585,1.435518676456384,211200
2000-06-21,1.4516481161117554,1.4516481161117554,1.4193890229715787,1.4193890229715787,1382400
2000-06-22,1.4516481161117554,1.4516481161117554,1.4516481161117554,1.4516481161117554,0
2000-06-23,1.4516481161117554,1.4580996024839048,1.451325274142573,1.451325274142573,2438400
2000-06-26,1.4516481161117554,1.4580996024839048,1.4516481161117554,1.45487385929783,547200
2000-06-27,1.4516481161117554,1.467777293508637,1.4516481161117554,1.467777293508637,273600
2000-06-28,1.483906865119934,1.483906865119934,1.451648140608592,1.451648140608592,528000
2000-06-29,1.4674547910690308,1.4839068101027524,1.4516480867874313,1.4516480867874313,1401600
2000-06-30,1.451325535774231,1.4839071075838903,1.451325535774231,1.4839071075838903,724800
2000-07-03,1.4516481161117554,1.4839068400787254,1.435518569541667,1.451325274142573,528000
2000-07-04,1.483906865119934,1.483906865119934,1.451648140608592,1.451648140608592,1670400
2000-07-05,1.483906865119934,1.4842293379213514,1.4677773182776566,1.4677773182776566,628800
2000-07-06,1.516165852546692,1.5258434531196081,1.500036672080697,1.516165852546692,2712000
2000-07-07,1.5164885520935059,1.5164885520935059,1.516165710093225,1.516165710093225,33600
2000-07-10,1.522617220878601,1.523907481067322,1.5161653661752583,1.5161653661752583,883200
2000-07-11,1.4645521640777588,1.4839074619452168,1.4645521640777588,1.4839074619452168,168000
2000-07-12,1.4677778482437134,1.4677778482437134,1.4613263594332746,1.464552103838494,24201600
2000-07-13,1.4451963901519775,1.4645516816436603,1.4451963901519775,1.4645516816436603,379200
2000-07-14,1.3774524927139282,1.4226150162856883,1.3774524927139282,1.4226150162856883,19200
2000-07-17,1.5332633256912231,1.564231797935912,1.403260236840708,1.403260236840708,302400
2000-07-18,1.483906865119934,1.5484246833158313,1.483906865119934,1.5484246833158313,604800
2000-07-19,1.483906865119934,1.483906865119934,1.483906865119934,1.483906865119934,0
2000-07-20,1.4516481161117554,1.4839068400787254,1.4516481161117554,1.4839068400787254,254400
2000-07-21,1.4726165533065796,1.4742295637933513,1.4516485244984763,1.4516485244984763,1099200
2000-07-24,1.500036597251892,1.500036597251892,1.4839070484172372,1.4839070484172372,638400
2000-07-25,1.5158432722091675,1.5158432722091675,1.5000365657212766,1.5000365657212766,9600
2000-07-26,1.516165852546692,1.516165852546692,1.500036672080697,1.516165852546692,633600
2000-07-27,1.500036597251892,1.5161657769132886,1.500036597251892,1.5161657769132886,139200
2000-07-28,1.4355190992355347,1.4839073876274442,1.4355190992355347,1.4839073876274442,604800
2000-07-31,1.4355190992355347,1.4355190992355347,1.4193895467137838,1.4355190992355347,643200
2000-08-01,1.4355190992355347,1.4516486517572853,1.4339059963140224,1.4516486517572853,336000
2000-08-02,1.4355190992355347,1.4355190992355347,1.4355190992355347,1.4355190992355347,105600
2000-08-03,1.4355190992355347,1.4355190992355347,1.4355190992355347,1.4355190992355347,369600
2000-08-04,1.4742294549942017,1.483907148027302,1.4451965604815418,1.4451965604815418,2774400
2000-08-07,1.5097143650054932,1.5097143650054932,1.4839071224989848,1.4839071224989848,1488000
2000-08-08,1.5064880847930908,1.516165777178249,1.500036597514034,1.516165777178249,460800
2000-08-09,1.4774553775787354,1.5000368794054217,1.4774553775787354,1.5000368794054217,2020800
2000-08-10,1.470680832862854,1.4781004773262785,1.470680832862854,1.4781004773262785,988800
2000-08-11,1.516165852546692,1.516165852546692,1.5158433796893551,1.516165852546692,268800
2000-08-14,1.522617220878601,1.5387467653436684,1.5161653661752583,1.5322949106403256,753600
2000-08-15,1.545198917388916,1.5484250305260443,1.5258435306726814,1.5322954800669661,273600
2000-08-16,1.5322954654693604,1.5355212094024624,1.5322954654693604,1.5326179383400151,326400
2000-08-17,1.5645544528961182,1.5645544528961182,1.5161661632359629,1.5161661632359629,67200
2000-08-18,1.5322954654693604,1.5645541969069041,1.525843516136541,1.5645541969069041,816000
2000-08-21,1.5322954654693604,1.5355212094024624,1.5161659151639424,1.5161659151639424,57600
2000-08-22,1.522617220878601,1.5548759406355772,1.5164882081023074,1.5548759406355772,412800
2000-08-23,1.5355209112167358,1.5355209112167358,1.5287465826221045,1.5287465826221045,115200
2000-08-24,1.5477797985076904,1.5477797985076904,1.5355213062766033,1.5355213062766033,648000
2000-08-25,1.5481022596359253,1.5581027955007294,1.5419732443002734,1.5477797867473762,4656000
2000-08-28,1.545198917388916,1.545198917388916,1.53068237735174,1.5419731734250834,854400
2000-08-29,1.5355209112167358,1.5484247150832375,1.5355209112167358,1.5451986026033282,739200
2000-08-30,1.5097143650054932,1.548424951885298,1.5097143650054932,1.548424951885298,1334400
2000-08-31,1.4903593063354492,1.5387475967007993,1.4839074481462857,1.5387475967007993,2227200
2000-09-01,1.4703582525253296,1.5000365513296006,1.4516482754802587,1.5000365513296006,2371200
2000-09-04,1.4935851097106934,1.4935851097106934,1.4742297201630499,1.4742297201630499,499200
2000-09-05,1.516165852546692,1.516165852546692,1.4935848153076605,1.4935848153076605,249600
2000-09-06,1.5742319822311401,1.5806838396479297,1.5161660038266607,1.5161660038266607,782400
2000-09-07,1.5742319822311401,1.5742319822311401,1.5742319822311401,1.5742319822311401,0
2000-09-08,1.516165852546692,1.5645541322912304,1.5126176358894752,1.5645541322912304,1027200
2000-09-11,1.522617220878601,1.526165897864032,1.5000361908833495,1.5000361908833495,657600
2000-09-12,1.5097143650054932,1.5419730951120112,1.5097143650054932,1.5355211460454055,662400
2000-09-13,1.500036597251892,1.5097142896353593,1.4839070484172372,1.5097142896353593,417600
2000-09-14,1.4742294549942017,1.5000366979446835,1.4742294549942017,1.5000366979446835,100800
2000-09-15,1.4516481161117554,1.4742291490539932,1.4193890229715787,1.4742291490539932,801600
2000-09-18,1.4129379987716675,1.4193894872540997,1.385517649881355,1.4193894872540997,369600
2000-09-19,1.3871307373046875,1.4161637272593122,1.3806787874273683,1.4064860331766604,619200
2000-09-20,1.3548719882965088,1.3871307221029383,1.3548719882965088,1.3871307221029383,81600
2000-09-21,1.3387424945831299,1.3868083090594887,1.3387424945831299,1.3868083090594887,624000
2000-09-22,1.3387424945831299,1.3387424945831299,1.3293872730971266,1.3387424945831299,1756800
2000-09-25,1.3742269277572632,1.3822915168252023,1.3484197812733285,1.3822915168252023,432000
2000-09-26,1.3710010051727295,1.3806786056881848,1.3700332174331884,1.374227118126731,859200
2000-09-27,1.3484197854995728,1.3806784187523524,1.3484197854995728,1.3806784187523524,124800
2000-09-28,1.3548719882965088,1.3548719882965088,1.348420130783227,1.348420130783227,177600
2000-09-29,1.3564845323562622,1.380678673269124,1.355194363991467,1.355194363991467,196800
2000-10-02,1.3548719882965088,1.3548719882965088,1.32261288531676,1.3419681809766157,585600
2000-10-03,1.3548719882965088,1.3548719882965088,1.3548719882965088,1.3548719882965088,350400
2000-10-04,1.3871307373046875,1.3871307373046875,1.3484201455607419,1.3548720031447303,1684800
2000-10-05,1.3871307373046875,1.3871307373046875,1.3871307373046875,1.3871307373046875,0
2000-10-06,1.3871307373046875,1.3871307373046875,1.3548720031447303,1.3871307373046875,676800
2000-10-09,1.3871307373046875,1.3871307373046875,1.3871307373046875,1.3871307373046875,4800
2000-10-10,1.3871307373046875,1.3871307373046875,1.3871307373046875,1.3871307373046875,0
2000-10-11,1.3242260217666626,1.3871307573321277,1.3242260217666626,1.3868082844296024,100800
2000-10-12,1.3242260217666626,1.3242260217666626,1.3242260217666626,1.3242260217666626,0
2000-10-13,1.3548719882965088,1.3548719882965088,1.32261288531676,1.32261288531676,163200
2000-10-16,1.3387424945831299,1.354872046769112,1.3387424945831299,1.354872046769112,19200
2000-10-17,1.3226125240325928,1.338742071116528,1.3226125240325928,1.338742071116528,67200
2000-10-18,1.2903543710708618,1.306483925305264,1.2742248168364596,1.306483925305264,235200
2000-10-19,1.3000320196151733,1.3419683607218826,1.2903543243423357,1.3419683607218826,1416000
2000-10-20,1.3064838647842407,1.3161615599592382,1.2900318383627496,1.2900318383627496,9480000
2000-10-23,1.2742246389389038,1.3064837429039375,1.2742246389389038,1.3064837429039375,1185600
2000-10-24,1.2742246389389038,1.2742246389389038,1.2742246389389038,1.2742246389389038,0
2000-10-25,1.2580952644348145,1.2742244447864113,1.2580952644348145,1.2739019719313616,72000
2000-10-26,1.2580952644348145,1.2580952644348145,1.2580952644348145,1.2580952644348145,336000
2000-10-27,1.3710010051727295,1.3710010051727295,1.3226127257154974,1.3226127257154974,7344000
2000-10-30,1.4139058589935303,1.4139058589935303,1.371001360530853,1.371001360530853,1742400
2000-10-31,1.4193891286849976,1.4516482242277706,1.3871304023154585,1.3871304023154585,859200
2000-11-01,1.3580979108810425,1.4193896423758705,1.3548721662872922,1.4193896423758705,19200
2000-11-02,1.3580979108810425,1.3580979108810425,1.3580979108810425,1.3580979108810425,0
2000-11-03,1.3387424945831299,1.3580977910783076,1.3229357844787353,1.3580977910783076,76800
2000-11-06,1.3839048147201538,1.3871305585097022,1.3548718285077523,1.3548718285077523,268800
2000-11-07,1.3871307373046875,1.4193894714646447,1.383904993099355,1.383904993099355,571200
2000-11-08,1.3871307373046875,1.3871307373046875,1.3871307373046875,1.3871307373046875,408000
2000-11-09,1.3548719882965088,1.3871307221029383,1.3548719882965088,1.3871307221029383,508800
2000-11-10,1.386807918548584,1.386807918548584,1.354871665251129,1.354871665251129,3206400
2000-11-13,1.3484197854995728,1.3871303669068433,1.3226125466414467,1.3871303669068433,412800
2000-11-14,1.3484197854995728,1.3484197854995728,1.3484197854995728,1.3484197854995728,0
2000-11-15,1.3484197854995728,1.3484197854995728,1.3484197854995728,1.3484197854995728,0
2000-11-16,1.3064838647842407,1.3548721560725459,1.3064838647842407,1.3548721560725459,1219200
2000-11-17,1.2935796976089478,1.3080961440577663,1.2903539539328885,1.3080961440577663,1046400
2000-11-20,1.2903543710708618,1.312935414742981,1.2903543710708618,1.312935414742981,364800
2000-11-21,1.3097091913223267,1.3129349348621684,1.3064834477824852,1.3064834477824852,307200
2000-11-22,1.3064838647842407,1.3064838647842407,1.3064838647842407,1.3064838647842407,168000
2000-11-23,1.2903543710708618,1.306483925305264,1.2903543710708618,1.306483925305264,249600
2000-11-24,1.2742246389389038,1.2903541909214207,1.2742246389389038,1.2903541909214207,62400
2000-11-27,1.2580952644348145,1.2903539943112823,1.2580952644348145,1.2903539943112823,172800
2000-11-28,1.2193845510482788,1.258095133627176,1.2193845510482788,1.258095133627176,1022400
2000-11-29,1.2097067832946777,1.2258359609564649,1.209383941320193,1.2258359609564649,1396800
2000-11-30,1.193577527999878,1.2113197200548096,1.193577527999878,1.2113197200548096,302400
2000-12-01,1.2580952644348145,1.2580952644348145,1.1935774355086044,1.1935774355086044,854400
2000-12-04,1.2903543710708618,1.2903543710708618,1.2903543710708618,1.2903543710708618,19200
2000-12-05,1.3548719882965088,1.35809773246649,1.3258389986600605,1.3387424368066345,2961600
2000-12-06,1.3710010051727295,1.3710010051727295,1.3387422752589995,1.3387422752589995,984000
2000-12-07,1.3710010051727295,1.3710010051727295,1.3548718248025018,1.3548718248025018,3422400
2000-12-08,1.4355190992355347,1.4484225382075966,1.3710012583218742,1.387130810843625,211200
2000-12-11,1.4193891286849976,1.435518676456384,1.4193891286849976,1.4193891286849976,748800
2000-12-12,1.4193891286849976,1.4193891286849976,1.4193891286849976,1.4193891286849976,0
2000-12-13,1.4193891286849976,1.435518676456384,1.4193891286849976,1.4193891286849976,2692800
2000-12-14,1.4193891286849976,1.4193891286849976,1.3874528751354511,1.4193891286849976,1176000
2000-12-15,1.3871307373046875,1.4032602889713277,1.3548720031447303,1.4032602889713277,1152000
2000-12-18,1.4032601118087769,1.4032601118087769,1.3710010125482297,1.4032601118087769,244800
2000-12-19,1.4193891286849976,1.4193891286849976,1.3984211042140908,1.409711436939489,768000
2000-12-20,1.3871307373046875,1.3871307373046875,1.386808264406818,1.3871307373046875,398400
2000-12-21,1.3871307373046875,1.39035648151002,1.383904993099355,1.3871307373046875,614400
2000-12-22,1.4193891286849976,1.4193891286849976,1.3871304023154585,1.3871304023154585,364800
2000-12-25,1.4193891286849976,1.4193891286849976,1.4193891286849976,1.4193891286849976,0
2000-12-26,1.4193891286849976,1.4516482242277706,1.4190666558650047,1.4516482242277706,312000
2000-12-27,1.483906865119934,1.483906865119934,1.4193890469240367,1.4193890469240367,408000
2000-12-28,1.500036597251892,1.500036597251892,1.4839070484172372,1.4839070484172372,177600
2000-12-29,1.500036597251892,1.500036597251892,1.500036597251892,1.500036597251892,0
2001-01-01,1.500036597251892,1.500036597251892,1.500036597251892,1.500036597251892,0
2001-01-02,1.3935822248458862,1.3935822248458862,1.3935822248458862,1.3935822248458862,129600
2001-01-03,1.483906865119934,1.483906865119934,1.3774526312246493,1.3871303224126945,1396800
2001-01-04,1.4355190992355347,1.4839073876274442,1.4193895467137838,1.4839073876274442,801600
2001-01-05,1.4193891286849976,1.4193891286849976,1.4193891286849976,1.4193891286849976,201600
2001-01-08,1.4032601118087769,1.4193892922657738,1.3871305621785033,1.4193892922657738,619200
2001-01-09,1.4193891286849976,1.4193891286849976,1.4161633852586755,1.4193891286849976,62400
2001-01-10,1.4190666675567627,1.4193891403794123,1.4032599616483707,1.435518688283691,2092800
2001-01-11,1.3951952457427979,1.41938938722011,1.3935825121758478,1.41938938722011,206400
2001-01-12,1.3871307373046875,1.435519023131285,1.3871307373046875,1.435519023131285,100800
2001-01-15,1.4032601118087769,1.4193892922657738,1.4032601118087769,1.4032601118087769,14400
2001-01-16,1.3871307373046875,1.3871307373046875,1.3871307373046875,1.3871307373046875,4800
2001-01-17,1.4193891286849976,1.4484221116282145,1.3874528751354511,1.3874528751354511,470400
2001-01-18,1.500036597251892,1.500036597251892,1.4193892222518762,1.4193892222518762,278400
2001-01-19,1.500036597251892,1.5161657769132886,1.4903589048684251,1.5161657769132886,211200
2001-01-22,1.500036597251892,1.500036597251892,1.500036597251892,1.500036597251892,0
2001-01-23,1.5387473106384277,1.5484250038296923,1.5387473106384277,1.5477796889200686,724800
2001-01-24,1.580361247062683,1.5806837199277717,1.4839071581123309,1.4839071581123309,5140800
2001-01-25,1.580361247062683,1.580361247062683,1.580361247062683,1.580361247062683,0
2001-01-26,1.5822969675064087,1.5839097011528314,1.5822969675064087,1.5822969675064087,148800
2001-01-29,1.6290719509124756,1.6290719509124756,1.5868126861895482,1.5868126861895482,307200
2001-01-30,1.6129424571990967,1.6290720072900053,1.5803612533242004,1.6290720072900053,643200
2001-01-31,1.6452014446258545,1.6452014446258545,1.6097165106924982,1.6097165106924982,854400
2001-02-01,1.6129424571990967,1.6274589046115995,1.6129424571990967,1.6274589046115995,240000
2001-02-02,1.5968129634857178,1.6290716881751657,1.5806834165543864,1.5968129634857178,729600
2001-02-05,1.5742319822311401,1.5806838396479297,1.564554288399284,1.5806838396479297,24000
2001-02-06,1.5742319822311401,1.5806838396479297,1.5742319822311401,1.5742319822311401,105600
2001-02-07,1.5484248399734497,1.5645540192743397,1.5484248399734497,1.5645540192743397,38400
2001-02-08,1.5371341705322266,1.5642315799704827,1.5371341705322266,1.5484248731648098,412800
2001-02-09,1.5484248399734497,1.5484248399734497,1.5484248399734497,1.5484248399734497,4800
2001-02-12,1.5710055828094482,1.5903609635367064,1.5710055828094482,1.5903609635367064,48000
2001-02-13,1.5806838274002075,1.5971358514108895,1.5645542762765396,1.5645542762765396,67200
2001-02-14,1.5806838274002075,1.5971358514108895,1.5806838274002075,1.5806838274002075,201600
2001-02-15,1.5648767948150635,1.5806835006105369,1.5648767948150635,1.5806835006105369,48000
2001-02-16,1.5645544528961182,1.5645544528961182,1.564231979972701,1.564231979972701,508800
2001-02-19,1.516165852546692,1.516165852546692,1.516165852546692,1.516165852546692,7257600
2001-02-20,1.5387473106384277,1.5419731468399678,1.5322954536487032,1.5322954536487032,12172800
2001-02-21,1.519392490386963,1.5290701865963137,1.519392490386963,1.5290701865963137,33600
2001-02-22,1.5645544528961182,1.5645544528961182,1.5290699717195735,1.5290699717195735,297600
2001-02-23,1.6258461475372314,1.6290719836739922,1.5968132531331043,1.5968132531331043,2952000
2001-02-26,1.6258461475372314,1.6258461475372314,1.6258461475372314,1.6258461475372314,0
2001-02-27,1.6258461475372314,1.6258461475372314,1.6258461475372314,1.6258461475372314,0
2001-02-28,1.5806838274002075,1.6126200875872188,1.5806838274002075,1.6126200875872188,225600
2001-03-01,1.6129424571990967,1.6129424571990967,1.5806837261905666,1.5806837261905666,427200
2001-03-02,1.6193944215774536,1.6258462789591381,1.6129425641957689,1.6129425641957689,331200
